trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
54,True,"{'e': 0, 'a': 0}",20,9,17.51425298323814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'e': 0, 'a': 0}",30,21,16.083049558811265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'e': 0, 'a': 0}",25,16,18.872012180417517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'e': 0, 'a': 0}",30,11,39.57951579035707,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'e': 0, 'a': 0}",25,14,19.70497677738942,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'e': 0, 'a': 0}",30,13,27.610995003884497,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'e': 0, 'a': 0}",20,13,13.107797726589574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'e': 0, 'a': 0}",35,23,25.780459475196484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'e': 0, 'a': 0}",20,15,8.08155629710741,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'e': 0, 'a': 0}",20,11,15.99108078368022,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'e': 0, 'a': 0}",25,9,31.872895865342755,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'e': 0, 'a': 0}",25,16,16.566199954676108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'e': 0, 'a': 0}",25,18,12.707628114556167,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'e': 0, 'a': 0}",20,6,29.40168917812286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'e': 0, 'a': 0}",25,11,28.314025193361072,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'e': 0, 'a': 0}",25,15,18.651387832800225,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'e': 0, 'a': 0}",30,13,30.898763408728087,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'e': 0, 'a': 0}",20,10,19.18001609234866,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'e': 0, 'a': 0}",35,23,24.65807111501682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'e': 0, 'a': 0}",25,9,34.75035979941989,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'e': 0, 'a': 0}",20,12,13.639143405430342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'e': 0, 'a': 0}",25,14,25.14365309613235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'e': 0, 'a': 0}",20,0,35.84368124183449,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,True,"{'e': 0, 'a': 0}",30,20,20.819974886483948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'e': 0, 'a': 0}",20,10,22.302449276833507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'e': 0, 'a': 0}",20,10,14.701209077655863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'e': 0, 'a': 0}",25,14,20.235719740686868,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'e': 0, 'a': 0}",20,12,13.843595087919809,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'e': 0, 'a': 0}",20,6,24.969142447778804,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'e': 0, 'a': 0}",25,9,32.338356369844895,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'e': 0, 'a': 0}",20,12,18.779669014985927,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'e': 0, 'a': 0}",25,15,22.067743144363824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'e': 0, 'a': 0}",20,10,19.609307475074868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'e': 0, 'a': 0}",20,7,26.02479266117403,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'e': 0, 'a': 0}",20,16,7.00526172792645,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'e': 0, 'a': 0}",20,16,5.818547890500314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'e': 0, 'a': 0}",20,6,27.545146114718236,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'e': 0, 'a': 0}",20,10,18.219177408091888,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'e': 0, 'a': 0}",25,16,14.004084533279169,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'e': 0, 'a': 0}",30,16,23.52421889119141,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'e': 0, 'a': 0}",35,23,20.44878833917957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'e': 0, 'a': 0}",30,21,15.440650278130283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'e': 0, 'a': 0}",30,15,30.2533088031533,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'e': 0, 'a': 0}",25,6,33.89328396010189,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'e': 0, 'a': 0}",25,3,43.732850130591906,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'e': 0, 'a': 0}",25,19,11.854312741903065,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'e': 0, 'a': 0}",25,20,10.28983339663639,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'e': 0, 'a': 0}",25,14,20.13712747589754,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'e': 0, 'a': 0}",35,21,27.70461234288406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,True,"{'e': 0, 'a': 0}",20,0,36.94628671720484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
104,True,"{'e': 0, 'a': 0}",25,11,27.69466285662768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,True,"{'e': 0, 'a': 0}",20,6,28.288903645364822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'e': 0, 'a': 0}",25,17,13.304746347163688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'e': 0, 'a': 0}",30,18,26.31112580950191,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'e': 0, 'a': 0}",20,3,31.13680706130071,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,True,"{'e': 0, 'a': 0}",30,13,35.719652531048865,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,True,"{'e': 0, 'a': 0}",20,3,32.846242463433015,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,True,"{'e': 0, 'a': 0}",20,8,19.9452373299538,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,True,"{'e': 0, 'a': 0}",30,7,40.663282476587504,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,True,"{'e': 0, 'a': 0}",25,18,13.091989417459734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'e': 0, 'a': 0}",25,17,15.724426631236398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'e': 0, 'a': 0}",20,11,17.502847084688913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,True,"{'e': 0, 'a': 0}",30,21,18.842174082659636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'e': 0, 'a': 0}",25,8,27.11955951858272,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,True,"{'e': 0, 'a': 0}",20,9,20.364435291028585,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,True,"{'e': 0, 'a': 0}",25,0,52.53749643286433,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,True,"{'e': 0, 'a': 0}",20,12,17.99425437082769,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'e': 0, 'a': 0}",25,10,27.821210393196502,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'e': 0, 'a': 0}",20,13,13.94248921388598,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,True,"{'e': 0, 'a': 0}",25,17,16.985563976043643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,True,"{'e': 0, 'a': 0}",35,20,31.971450907370432,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,True,"{'e': 0, 'a': 0}",20,8,20.99206317420163,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,True,"{'e': 0, 'a': 0}",20,8,22.397499129451674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'e': 0, 'a': 0}",25,14,24.411030338208434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'e': 0, 'a': 0}",20,8,21.773087773730563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,True,"{'e': 0, 'a': 0}",20,13,14.742152238808739,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,True,"{'e': 0, 'a': 0}",20,7,25.950769672231647,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,True,"{'e': 0, 'a': 0}",25,8,35.78535432930531,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'e': 0, 'a': 0}",20,9,27.21509941143174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,True,"{'e': 0, 'a': 0}",20,0,42.15427311830606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,True,"{'e': 0, 'a': 0}",30,21,17.1529010026553,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,True,"{'e': 0, 'a': 0}",30,13,33.382681760404324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'e': 0, 'a': 0}",20,16,8.707578465030728,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,True,"{'e': 0, 'a': 0}",20,7,27.29140758667011,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,True,"{'e': 0, 'a': 0}",20,10,19.284423836031134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,True,"{'e': 0, 'a': 0}",20,11,17.839014264351302,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,True,"{'e': 0, 'a': 0}",20,13,14.790596702045509,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,True,"{'e': 0, 'a': 0}",20,14,13.400174722657695,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,True,"{'e': 0, 'a': 0}",20,5,27.89696911180593,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,True,"{'e': 0, 'a': 0}",20,7,24.418091497941344,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'e': 0, 'a': 0}",25,13,22.903500106358916,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,True,"{'e': 0, 'a': 0}",30,20,16.906960303632626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,True,"{'e': 0, 'a': 0}",20,7,23.669376015229698,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,True,"{'e': 0, 'a': 0}",30,13,33.39943295911937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,True,"{'e': 0, 'a': 0}",25,10,27.8751592530299,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,True,"{'e': 0, 'a': 0}",30,19,20.080026933169506,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,True,"{'e': 0, 'a': 0}",20,15,11.155926598218528,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,True,"{'e': 0, 'a': 0}",25,16,19.08461869540938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,True,"{'e': 0, 'a': 0}",25,7,35.59170825602358,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,True,"{'e': 0, 'a': 0}",20,11,17.310077065975776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,True,"{'e': 0, 'a': 0}",30,22,14.684997339042486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,True,"{'e': 0, 'a': 0}",30,13,34.51968036564033,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,True,"{'e': 0, 'a': 0}",25,15,17.697390154208758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,True,"{'e': 0, 'a': 0}",20,3,28.490829309537226,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,True,"{'e': 0, 'a': 0}",20,12,16.878536706766283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'e': 0, 'a': 0}",25,11,26.644608683767263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'e': 0, 'a': 0}",20,12,18.440910712013547,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'e': 0, 'a': 0}",20,6,25.254294514648542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,True,"{'e': 0, 'a': 0}",25,11,30.266709237546344,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'e': 0, 'a': 0}",30,22,17.77110155915989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,True,"{'e': 0, 'a': 0}",20,10,17.87837818780645,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,True,"{'e': 0, 'a': 0}",20,10,18.810044589785342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,True,"{'e': 0, 'a': 0}",25,0,47.260542904392324,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
167,True,"{'e': 0, 'a': 0}",25,20,10.288057644662544,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,True,"{'e': 0, 'a': 0}",25,18,11.58408132644263,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,True,"{'e': 0, 'a': 0}",20,7,25.436315780965025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,True,"{'e': 0, 'a': 0}",20,12,14.110504140123977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,True,"{'e': 0, 'a': 0}",25,17,14.849994936940876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,True,"{'e': 0, 'a': 0}",25,15,14.478044179185542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,True,"{'e': 0, 'a': 0}",30,8,40.60398440724437,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,True,"{'e': 0, 'a': 0}",20,2,35.28459510094649,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,True,"{'e': 0, 'a': 0}",25,20,7.577667368847924,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,True,"{'e': 0, 'a': 0}",25,11,27.2997161326062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,True,"{'e': 0, 'a': 0}",25,8,30.001546079097512,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'e': 0, 'a': 0}",25,13,25.072531542996245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'e': 0, 'a': 0}",30,12,35.95694205174829,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'e': 0, 'a': 0}",20,10,20.906404293664757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'e': 0, 'a': 0}",30,13,34.13765690077808,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,True,"{'e': 0, 'a': 0}",20,12,12.642274345023454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'e': 0, 'a': 0}",20,2,33.67933371013803,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,True,"{'e': 0, 'a': 0}",25,20,8.27083780593394,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,True,"{'e': 0, 'a': 0}",20,14,11.516382146447837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'e': 0, 'a': 0}",20,11,18.908803830730733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'e': 0, 'a': 0}",20,12,14.648925341447919,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'e': 0, 'a': 0}",30,18,20.244904762819203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'e': 0, 'a': 0}",25,19,12.931731883487569,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'e': 0, 'a': 0}",20,14,12.202869539797621,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'e': 0, 'a': 0}",25,13,25.621293768322463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'e': 0, 'a': 0}",20,8,21.617641655522377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'e': 0, 'a': 0}",35,18,29.429717867674075,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'e': 0, 'a': 0}",25,14,21.04064176751202,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'e': 0, 'a': 0}",25,11,26.10744858720218,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'e': 0, 'a': 0}",20,6,26.18603779049997,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'e': 0, 'a': 0}",20,14,11.494826901242341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,True,"{'e': 0, 'a': 0}",20,13,14.787053857255101,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'e': 0, 'a': 0}",20,13,14.612053010469696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'e': 0, 'a': 0}",25,13,21.998324572940636,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,True,"{'e': 0, 'a': 0}",20,16,8.553874805653193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,True,"{'e': 0, 'a': 0}",25,14,16.42145646086289,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,True,"{'e': 0, 'a': 0}",20,13,14.045207172265336,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,True,"{'e': 0, 'a': 0}",20,10,21.236297604313197,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,True,"{'e': 0, 'a': 0}",25,14,18.871930014285027,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,True,"{'e': 0, 'a': 0}",20,11,18.59542714162001,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,True,"{'e': 0, 'a': 0}",20,12,17.529008486387518,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,True,"{'e': 0, 'a': 0}",35,26,20.26001230940437,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,True,"{'e': 0, 'a': 0}",25,17,12.183399184878944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,True,"{'e': 0, 'a': 0}",25,14,24.177810099353717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,True,"{'e': 0, 'a': 0}",30,13,35.581776194367386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,True,"{'e': 0, 'a': 0}",25,12,26.28152841902981,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,True,"{'e': 0, 'a': 0}",20,16,6.771302988117396,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,True,"{'e': 0, 'a': 0}",35,15,38.07426396282332,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,True,"{'e': 0, 'a': 0}",20,16,8.281595052500796,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,True,"{'e': 0, 'a': 0}",30,21,19.055816043258275,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,True,"{'e': 0, 'a': 0}",25,10,26.763413525003667,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,True,"{'e': 0, 'a': 0}",20,8,21.50046775384313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,True,"{'e': 0, 'a': 0}",25,13,26.010032216218733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,True,"{'e': 0, 'a': 0}",25,11,27.759925384062758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,True,"{'e': 0, 'a': 0}",20,8,22.80272917906682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,True,"{'e': 0, 'a': 0}",20,10,22.135636764030433,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,True,"{'e': 0, 'a': 0}",25,14,18.453611484460744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,True,"{'e': 0, 'a': 0}",35,21,30.54321110526134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,True,"{'e': 0, 'a': 0}",20,8,22.82201311610943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,True,"{'e': 0, 'a': 0}",20,16,6.002815796237612,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,True,"{'e': 0, 'a': 0}",25,14,18.606062242240874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,True,"{'e': 0, 'a': 0}",20,13,12.348750435761975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,True,"{'e': 0, 'a': 0}",30,20,16.388386328017386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,True,"{'e': 0, 'a': 0}",20,16,10.355359133791382,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,True,"{'e': 0, 'a': 0}",30,8,42.653455370052875,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,True,"{'e': 0, 'a': 0}",25,3,42.52070619206496,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,True,"{'e': 0, 'a': 0}",25,5,37.270844159124564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,True,"{'e': 0, 'a': 0}",30,24,14.13386665386017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,True,"{'e': 0, 'a': 0}",25,11,26.98203570660324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,True,"{'e': 0, 'a': 0}",25,12,30.50601258223788,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,True,"{'e': 0, 'a': 0}",20,2,37.75004730751714,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,True,"{'e': 0, 'a': 0}",20,16,9.604663413355832,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,True,"{'e': 0, 'a': 0}",20,7,25.247816436770062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,True,"{'e': 0, 'a': 0}",25,14,18.335695720049593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,True,"{'e': 0, 'a': 0}",25,15,18.518370810118185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,True,"{'e': 0, 'a': 0}",30,16,29.78384149072217,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,True,"{'e': 0, 'a': 0}",35,25,20.339433427628787,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,True,"{'e': 0, 'a': 0}",25,14,19.9852845645873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,True,"{'e': 0, 'a': 0}",20,8,22.976817637370896,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,True,"{'e': 0, 'a': 0}",35,9,47.22966410229575,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,True,"{'e': 0, 'a': 0}",30,16,26.827163199846055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,True,"{'e': 0, 'a': 0}",30,19,21.625853724176245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,True,"{'e': 0, 'a': 0}",25,13,21.556232459249276,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,True,"{'e': 0, 'a': 0}",20,5,29.06503015798527,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
