trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'e': 0.1572371663136276, 'a': 0.5}",20,16,7.957987148302191,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'e': 0.1556726303679973, 'a': 0.5}",20,9,-12.778035515398255,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
187,False,"{'e': 0.1541236618151314, 'a': 0.5}",20,0,17.688397541191378,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
188,False,"{'e': 0.15259010575688386, 'a': 0.5}",30,23,11.975070492583356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'e': 0.15107180883637084, 'a': 0.5}",30,14,27.93705184498551,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'e': 0.14956861922263504, 'a': 0.5}",25,15,0.8137175443727731,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'e': 0.14808038659546244, 'a': 0.5}",25,4,-32.422649589904715,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
192,False,"{'e': 0.14660696213035015, 'a': 0.5}",35,8,-23.40308140398424,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 0}",1
193,False,"{'e': 0.14514819848362373, 'a': 0.5}",25,2,31.777068726351928,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'e': 0.14370394977770293, 'a': 0.5}",20,2,16.2720270435425,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'e': 0.1422740715865136, 'a': 0.5}",20,14,9.521645504085994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'e': 0.140858420921045, 'a': 0.5}",25,5,-8.75246789362075,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
197,False,"{'e': 0.13945685621505094, 'a': 0.5}",25,16,-4.521065093407728,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'e': 0.13806923731089282, 'a': 0.5}",25,7,38.097641801694614,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'e': 0.13669542544552385, 'a': 0.5}",20,10,21.8912406473015,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'e': 0.1353352832366127, 'a': 0.5}",20,13,15.966305224296011,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'e': 0.13398867466880493, 'a': 0.5}",25,14,5.50720057344341,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
202,False,"{'e': 0.13265546508012172, 'a': 0.5}",20,15,8.994005924174118,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'e': 0.13133552114849303, 'a': 0.5}",25,20,9.4488345179355,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'e': 0.1300287108784259, 'a': 0.5}",20,13,10.58706952155981,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'e': 0.12873490358780423, 'a': 0.5}",30,21,17.350041408438333,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'e': 0.12745396989482075, 'a': 0.5}",25,15,11.98690290712005,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'e': 0.12618578170503877, 'a': 0.5}",25,11,15.579642478639466,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'e': 0.12493021219858241, 'a': 0.5}",30,11,-6.019158048875765,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'e': 0.12368713581745483, 'a': 0.5}",20,14,-43.70465788187105,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
210,False,"{'e': 0.1224564282529819, 'a': 0.5}",20,10,17.834626392169366,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'e': 0.12123796643338168, 'a': 0.5}",25,3,22.931155553048065,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
212,False,"{'e': 0.12003162851145673, 'a': 0.5}",30,3,48.6780235491007,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'e': 0.11883729385240965, 'a': 0.5}",30,0,49.11627964143319,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'e': 0.11765484302177918, 'a': 0.5}",25,0,51.620761500732605,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
215,False,"{'e': 0.11648415777349697, 'a': 0.5}",20,9,18.879408562168187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.11532512103806251, 'a': 0.5}",20,14,10.431800715029915,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'e': 0.1141776169108365, 'a': 0.5}",20,9,19.05109410124109,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'e': 0.11304153064044985, 'a': 0.5}",20,8,-35.615344651902525,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
219,False,"{'e': 0.11191674861732888, 'a': 0.5}",20,11,17.681504365822555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'e': 0.11080315836233387, 'a': 0.5}",20,13,7.985529522590298,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'e': 0.10970064851551141, 'a': 0.5}",25,15,22.24497077484499,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'e': 0.10860910882495796, 'a': 0.5}",25,10,26.557762980031857,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'e': 0.10752843013579495, 'a': 0.5}",20,6,25.51534114944861,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'e': 0.1064585043792528, 'a': 0.5}",35,15,-26.217707510820897,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
225,False,"{'e': 0.10539922456186433, 'a': 0.5}",25,7,28.490082406245655,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
226,False,"{'e': 0.104350484754765, 'a': 0.5}",25,12,16.537451450456388,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'e': 0.1033121800831002, 'a': 0.5}",20,11,-0.1513506749666178,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
228,False,"{'e': 0.10228420671553744, 'a': 0.5}",30,2,-2.0283911408817086,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
229,False,"{'e': 0.1012664618538834, 'a': 0.5}",25,17,16.77249333882838,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'e': 0.1002588437228037, 'a': 0.5}",30,13,27.935489285141923,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'e': 0.09926125155964566, 'a': 0.5}",20,4,-13.69771910271437,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'e': 0.09827358560436154, 'a': 0.5}",20,10,10.68202586095407,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'e': 0.09729574708953276, 'a': 0.5}",20,6,12.811645199159823,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
234,False,"{'e': 0.09632763823049303, 'a': 0.5}",25,16,16.62096607531809,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'e': 0.09536916221554961, 'a': 0.5}",25,12,20.420060808946623,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.09442022319630235, 'a': 0.5}",30,13,-20.668806162477456,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
237,False,"{'e': 0.09348072627805847, 'a': 0.5}",25,16,2.937258821396754,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'e': 0.09255057751034329, 'a': 0.5}",30,17,27.532972429690737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'e': 0.09162968387750484, 'a': 0.5}",30,20,20.376849085321137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'e': 0.09071795328941251, 'a': 0.5}",25,14,-1.796090321469073,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
241,False,"{'e': 0.08981529457224763, 'a': 0.5}",25,17,13.4293838444303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'e': 0.08892161745938634, 'a': 0.5}",35,13,30.852297803790414,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'e': 0.08803683258237255, 'a': 0.5}",20,12,14.677309362713498,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'e': 0.0871608514619813, 'a': 0.5}",20,15,9.618452899348524,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'e': 0.0862935864993705, 'a': 0.5}",20,5,17.057757812123057,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'e': 0.08543495096732123, 'a': 0.5}",30,9,27.101421352316688,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'e': 0.08458485900156469, 'a': 0.5}",20,4,16.52653404613542,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'e': 0.08374322559219596, 'a': 0.5}",30,18,24.769295646592457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'e': 0.08290996657517266, 'a': 0.5}",20,6,-17.545084979392197,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'e': 0.0820849986238988, 'a': 0.5}",20,13,16.523850549197164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'e': 0.08126823924089167, 'a': 0.5}",20,8,21.69201780507474,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'e': 0.08045960674953244, 'a': 0.5}",20,16,5.014603057051611,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'e': 0.07965902028589801, 'a': 0.5}",20,12,4.827402885423842,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'e': 0.07886639979067495, 'a': 0.5}",25,14,3.37940037859388,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
255,False,"{'e': 0.07808166600115313, 'a': 0.5}",25,16,14.168140053880512,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'e': 0.07730474044329974, 'a': 0.5}",20,7,24.72822402285873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.07653554542391151, 'a': 0.5}",30,7,33.722250499671475,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'e': 0.07577400402284548, 'a': 0.5}",20,6,2.3105578011301895,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'e': 0.07502004008532698, 'a': 0.5}",20,8,12.39273332711141,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
260,False,"{'e': 0.07427357821433388, 'a': 0.5}",20,3,36.87326234693786,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'e': 0.0735345437630571, 'a': 0.5}",30,18,3.2115445903773954,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'e': 0.07280286282743559, 'a': 0.5}",25,13,23.01668985634936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'e': 0.0720784622387661, 'a': 0.5}",25,0,40.754534534107215,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'e': 0.07136126955638605, 'a': 0.5}",20,11,14.188680964145819,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'e': 0.0706512130604296, 'a': 0.5}",25,8,22.41517972442712,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'e': 0.06994822174465536, 'a': 0.5}",25,13,22.160093959792473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'e': 0.069252225309346, 'a': 0.5}",25,0,50.52727523471006,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'e': 0.06856315415427791, 'a': 0.5}",25,20,10.616699286038953,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'e': 0.06788093937176144, 'a': 0.5}",20,8,-18.01747553597537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
270,False,"{'e': 0.06720551273974976, 'a': 0.5}",30,20,19.10310267603126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'e': 0.06653680671501686, 'a': 0.5}",25,14,21.25584276615811,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'e': 0.06587475442640295, 'a': 0.5}",30,12,22.51272238382623,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'e': 0.06521928966812753, 'a': 0.5}",20,6,25.969301507351442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'e': 0.06457034689316847, 'a': 0.5}",20,15,10.481233792103104,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'e': 0.06392786120670757, 'a': 0.5}",35,24,23.455774729472765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'e': 0.0632917683596407, 'a': 0.5}",25,2,46.118193359280085,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'e': 0.06266200474215315, 'a': 0.5}",20,10,9.360088107385067,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'e': 0.06203850737735829, 'a': 0.5}",20,3,31.755016481430072,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'e': 0.06142121391500013, 'a': 0.5}",20,13,13.126251393682452,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'e': 0.06081006262521795, 'a': 0.5}",20,10,7.376876041796515,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'e': 0.06020499239237354, 'a': 0.5}",20,15,9.973792730219749,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'e': 0.05960594270893937, 'a': 0.5}",20,0,24.347534787723824,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
283,False,"{'e': 0.05901285366944784, 'a': 0.5}",35,23,21.73277413294866,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'e': 0.05842566596450083, 'a': 0.5}",30,15,23.349759429680006,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'e': 0.057844320874838456, 'a': 0.5}",30,13,35.31521458887366,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'e': 0.05726876026546736, 'a': 0.5}",30,11,23.82861006360334,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'e': 0.0566989265798469, 'a': 0.5}",20,14,9.775416119326644,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'e': 0.056134762834133725, 'a': 0.5}",25,13,-19.745105314707473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
289,False,"{'e': 0.05557621261148306, 'a': 0.5}",25,0,-19.125572636430128,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
290,False,"{'e': 0.05502322005640723, 'a': 0.5}",25,8,33.11092029669363,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'e': 0.05447572986918986, 'a': 0.5}",20,7,20.881540179541616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'e': 0.05393368730035602, 'a': 0.5}",25,12,19.037711942022508,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'e': 0.053397038145197084, 'a': 0.5}",20,8,22.953735157065008,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'e': 0.05286572873835037, 'a': 0.5}",25,9,19.218078685835543,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'e': 0.05233970594843238, 'a': 0.5}",25,16,-3.7308583976792296,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
296,False,"{'e': 0.05181891717272583, 'a': 0.5}",20,0,34.55402227090918,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'e': 0.05130331033191911, 'a': 0.5}",25,0,35.196145147821134,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
298,False,"{'e': 0.0507928338648985, 'a': 0.5}",20,3,27.23817635707402,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'e': 0.050287436723591865, 'a': 0.5}",20,0,27.66597420570243,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
300,False,"{'e': 0.049787068367863944, 'a': 0.5}",20,12,13.840556236430377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'e': 0.04929167876046215, 'a': 0.5}",25,13,20.748142604584224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'e': 0.04880121836201296, 'a': 0.5}",30,16,28.04689732774475,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'e': 0.04831563812606777, 'a': 0.5}",35,17,36.56215703273955,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'e': 0.04783488949419837, 'a': 0.5}",20,16,6.588321373953883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'e': 0.04735892439114091, 'a': 0.5}",25,16,19.879172038964075,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'e': 0.046887695219988486, 'a': 0.5}",20,15,10.423263543436747,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'e': 0.04642115485743125, 'a': 0.5}",20,14,8.567600185170946,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'e': 0.045959256649044204, 'a': 0.5}",25,11,25.340853249432914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'e': 0.04550195440462157, 'a': 0.5}",20,13,14.98942952996634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'e': 0.0450492023935578, 'a': 0.5}",30,16,26.00886253094535,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'e': 0.044600955340274535, 'a': 0.5}",25,8,30.22490337616275,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'e': 0.04415716841969286, 'a': 0.5}",20,13,13.285610360066075,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'e': 0.04371779725275094, 'a': 0.5}",25,13,20.16899564441439,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'e': 0.043282797901965896, 'a': 0.5}",25,12,25.10767411022309,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'e': 0.04285212686704019, 'a': 0.5}",30,23,15.452286771210886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'e': 0.042425741080511385, 'a': 0.5}",30,19,22.770032858946163,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'e': 0.04200359790344555, 'a': 0.5}",20,11,16.143159979029292,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'e': 0.04158565512117316, 'a': 0.5}",35,28,13.497015560988341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'e': 0.04117187093906774, 'a': 0.5}",25,20,9.561296393633278,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'e': 0.04076220397836621, 'a': 0.5}",30,18,23.498909248587168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'e': 0.04035661327203115, 'a': 0.5}",20,12,20.027137087247034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'e': 0.039955058260653896, 'a': 0.5}",20,8,14.152321743461158,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'e': 0.039557498788398725, 'a': 0.5}",25,16,19.743849680688704,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'e': 0.039163895098987066, 'a': 0.5}",20,7,27.254955074131605,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'e': 0.03877420783172201, 'a': 0.5}",25,14,21.075329371569904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'e': 0.038388398017552054, 'a': 0.5}",25,15,18.271982067998593,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'e': 0.038006427075174314, 'a': 0.5}",25,9,31.274437278656325,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'e': 0.0376282568071762, 'a': 0.5}",25,15,12.485309393324352,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
329,False,"{'e': 0.03725384939621581, 'a': 0.5}",20,9,19.995343694382434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'e': 0.036883167401239994, 'a': 0.5}",20,15,10.175284548880104,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'e': 0.0365161737537404, 'a': 0.5}",30,21,17.629602743785046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'e': 0.03615283175404641, 'a': 0.5}",20,0,31.04759609727983,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
333,False,"{'e': 0.0357931050676553, 'a': 0.5}",20,12,16.100852556942417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'e': 0.03543695772159864, 'a': 0.5}",20,11,19.235111435136247,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'e': 0.035084354100845025, 'a': 0.5}",20,8,22.32020777224067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'e': 0.03473525894473856, 'a': 0.5}",20,9,19.936080808698122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'e': 0.03438963734347271, 'a': 0.5}",20,6,-10.41092599479713,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
338,False,"{'e': 0.034047454734599344, 'a': 0.5}",35,18,29.743794205647294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'e': 0.033708676899572396, 'a': 0.5}",20,2,20.824237648285752,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'e': 0.03337326996032608, 'a': 0.5}",35,21,25.252082901539605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'e': 0.03304120037588693, 'a': 0.5}",20,7,13.301235276999721,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'e': 0.03271243493901982, 'a': 0.5}",20,3,32.19800533786368,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'e': 0.03238694077290704, 'a': 0.5}",20,13,13.48341904237103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'e': 0.03206468532786077, 'a': 0.5}",20,16,6.926943580382967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'e': 0.03174563637806794, 'a': 0.5}",30,13,33.821369008174194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'e': 0.03142976201836771, 'a': 0.5}",25,17,13.06890842180502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'e': 0.03111703066106086, 'a': 0.5}",20,9,23.285108509571792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'e': 0.030807411032751076, 'a': 0.5}",25,14,21.296522509872325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'e': 0.030500872171217483, 'a': 0.5}",25,7,33.50340502935546,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'e': 0.0301973834223185, 'a': 0.5}",25,0,32.740111557973165,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
351,False,"{'e': 0.029896914436926308, 'a': 0.5}",25,8,23.079887079580097,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'e': 0.029599435167892, 'a': 0.5}",20,13,9.680915488172392,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'e': 0.029304915867040746, 'a': 0.5}",25,0,50.8343705366741,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'e': 0.029013327082197053, 'a': 0.5}",25,13,13.598954181540947,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'e': 0.028724639654239423, 'a': 0.5}",20,0,39.428710762247675,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
356,False,"{'e': 0.028438824714184505, 'a': 0.5}",20,16,7.26121984240439,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'e': 0.028155853680300096, 'a': 0.5}",25,11,13.45211626160923,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'e': 0.027875698255247015, 'a': 0.5}",25,13,20.060884332220148,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'e': 0.027598330423249287, 'a': 0.5}",30,16,-15.186081061755148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
360,False,"{'e': 0.02732372244729256, 'a': 0.5}",30,18,2.1303227462978196,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
361,False,"{'e': 0.027051846866350416, 'a': 0.5}",20,16,6.453859542044245,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'e': 0.026782676492638175, 'a': 0.5}",20,13,13.263371135224178,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'e': 0.02651618440889418, 'a': 0.5}",20,8,22.843617341707183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'e': 0.02625234396568796, 'a': 0.5}",30,20,19.69481516825883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'e': 0.025991128778755347, 'a': 0.5}",20,11,16.174725706839283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'e': 0.02573251272635994, 'a': 0.5}",20,15,9.56060091155239,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'e': 0.025476469946681016, 'a': 0.5}",20,3,32.34166011893661,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'e': 0.025222974835227212, 'a': 0.5}",25,18,14.925042812425362,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'e': 0.024972002042276155, 'a': 0.5}",20,8,19.1563633994372,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
